0,0,0,2.610986,1208,0
5,2534,1969,2.097523,1197,0
10,1263,1098,2.091928,1201,0
100,115,117,2.146675,1205,0
1000,11,10,2.079944,1230,0
0,0,0,2.242796,1202,0
5,2534,1936,2.061874,1223,0
10,1263,1101,2.254018,1200,0
100,115,122,2.078035,1207,0
1000,11,10,2.07778,1198,0
0,0,0,2.30922,1224,0
5,2534,1981,2.078407,1195,0
10,1263,1092,2.105674,1200,0
100,115,116,2.095047,1208,0
1000,11,10,2.298571,1221,0
0,0,0,2.153252,1205,0
5,2534,1982,2.376504,1203,0
10,1263,1093,2.490108,1212,0
100,115,118,2.326207,1197,0
1000,11,10,2.508781,1203,0
0,0,0,2.24166,1210,0
5,2534,1974,2.44488,1191,0
10,1263,1092,2.247701,1216,0
100,115,116,2.48125,1196,0
1000,11,10,2.197103,1208,0
0,0,0,2.103984,1200,0
5,2534,1962,2.269874,1215,0
10,1263,1089,2.058103,1205,0
100,115,119,2.21955,1199,0
1000,11,10,2.205279,1201,0
0,0,0,2.348219,1216,0
5,2534,1969,2.320243,1208,0
10,1263,1105,2.332601,1190,0
100,115,115,2.128051,1203,0
1000,11,10,2.215271,1214,0
0,0,0,2.233964,1216,0
5,2534,1966,2.519975,1213,0
10,1263,1090,2.467722,1207,0
100,115,123,2.158609,1203,0
1000,11,10,2.156109,1198,0
0,0,0,2.331899,1193,1
5,2534,1985,2.51927,1177,0
10,1263,1083,2.526148,1216,0
100,115,112,2.223881,1220,0
1000,11,10,2.48369,1213,0
0,0,0,2.47733,1195,0
5,2534,1963,2.059581,1186,0
10,1263,1086,2.170806,1218,0
100,115,118,2.203005,1197,0
1000,11,10,2.515964,1231,0
0,0,0,2.149937,1156,0
5,2551,2054,2.25242,1194,0
10,1252,1119,2.380403,1174,0
100,115,112,2.363805,1206,0
1000,11,14,2.441396,1157,0
