0,0,0,2.114478,13,0
5,2534,2846,2.241089,12,0
10,1263,1679,2.561633,12,0
100,115,194,2.457009,10,0
1000,11,20,2.276749,12,0
0,0,0,2.048619,12,0
5,2534,2848,2.098905,11,0
10,1263,1680,2.151955,11,0
100,115,193,2.180786,12,0
1000,11,20,2.079777,11,0
0,0,0,2.054563,11,0
5,2534,2848,2.105334,11,0
10,1263,1681,2.078898,10,0
100,115,193,2.057554,13,0
1000,11,20,2.240443,11,0
0,0,0,2.120064,12,0
5,2534,2847,2.491475,11,0
10,1263,1680,2.153255,12,0
100,115,194,2.130895,12,0
1000,11,20,2.107638,11,0
0,0,0,2.53272,11,0
5,2534,2848,2.265786,11,0
10,1263,1681,2.103813,12,0
100,115,193,2.21962,13,0
1000,11,20,2.542635,13,0
0,0,0,2.142529,12,0
5,2534,2846,2.313103,12,0
10,1263,1678,2.190146,12,0
100,115,194,2.21338,12,0
1000,11,20,2.363242,12,0
0,0,0,2.1833,10,0
5,2534,2847,2.323937,12,0
10,1263,1677,2.530855,13,0
100,115,194,2.435318,12,0
1000,11,20,2.486869,13,0
0,0,0,2.478601,12,0
5,2534,2847,2.124248,13,0
10,1263,1678,2.206502,12,0
100,115,193,2.090278,12,0
1000,11,20,2.507339,11,0
0,0,0,2.169664,13,0
5,2534,2846,2.086147,12,0
10,1263,1678,2.253287,13,0
100,115,193,2.057238,12,0
1000,11,20,2.172373,12,0
0,0,0,2.475684,11,0
5,2534,2848,2.086273,11,0
10,1263,1680,2.074377,11,0
100,115,194,2.096632,11,0
1000,11,20,2.256625,13,0
