0,0,0,2.574723,12,0
5,2534,2848,2.504089,12,0
10,1263,1681,2.497779,11,0
100,115,193,2.203532,13,0
1000,11,20,2.135091,11,0
0,0,0,2.071957,12,0
5,2534,2845,2.347275,12,0
10,1263,1679,2.122313,11,0
100,115,194,2.174876,11,0
1000,11,20,2.130515,11,0
0,0,0,2.165781,11,0
5,2534,2847,2.173295,11,0
10,1263,1682,2.111517,11,0
100,115,194,2.125755,11,0
1000,11,20,2.339579,10,0
0,0,0,2.144081,12,0
5,2534,2848,2.135359,11,0
10,1263,1678,2.13571,12,0
100,115,194,2.063921,12,0
1000,11,20,2.108849,12,0
0,0,0,2.505012,11,0
5,2534,2847,2.278088,13,0
10,1263,1680,2.502509,12,0
100,115,194,2.517607,10,0
1000,11,20,2.295051,12,0
0,0,0,2.140731,11,0
5,2534,2847,2.314066,12,0
10,1263,1677,2.050537,12,0
100,115,194,2.065117,12,0
1000,11,20,2.088065,11,0
0,0,0,2.107974,11,0
5,2534,2846,2.341669,11,0
10,1263,1679,2.12203,12,0
100,115,194,2.162646,12,0
1000,11,20,2.087393,11,0
0,0,0,2.243306,13,0
5,2534,2847,2.088582,12,0
10,1263,1680,2.548202,11,0
100,115,194,2.274347,11,0
1000,11,20,2.318718,11,0
0,0,0,2.236107,12,0
5,2534,2847,2.201206,13,0
10,1263,1682,2.107413,10,0
100,115,193,2.23596,12,0
1000,11,20,2.151057,12,0
0,0,0,2.165276,12,0
5,2534,2847,2.381863,10,0
10,1263,1680,2.07663,12,0
100,115,194,2.149239,12,0
1000,11,20,2.091942,11,0
0,0,0,2.112259,11,0
5,2554,2945,2.055854,7,0
10,1268,1682,2.218842,17,0
100,116,187,2.063912,20,0
1000,11,19,2.33844,10,0
