0,0,0,2.526122,1198,0
5,2534,1977,2.159353,1198,1
10,1263,1093,2.395269,1203,0
100,115,116,2.162953,1205,0
1000,11,10,2.100211,1212,0
0,0,0,2.13534,1218,0
5,2534,1974,2.348524,1197,0
10,1263,1088,2.122691,1203,0
100,115,117,2.106904,1206,0
1000,11,10,2.157379,1199,0
0,0,0,2.398934,1209,0
5,2534,1980,2.408837,1193,0
10,1263,1083,2.2116,1213,0
100,115,116,2.184967,1201,0
1000,11,10,2.463215,1198,0
0,0,0,2.044627,1208,0
5,2534,1973,2.110268,1213,0
10,1263,1101,2.586001,1206,0
100,115,116,2.294601,1203,0
1000,11,10,2.127203,1222,0
0,0,0,2.112972,1207,0
5,2534,1963,2.489039,1198,0
10,1263,1107,2.047086,1175,0
100,115,119,2.138494,1208,0
1000,11,10,2.388074,1203,0
0,0,0,2.09235,1204,0
5,2534,1965,2.538681,1197,0
10,1263,1081,2.12116,1209,0
100,115,116,2.209593,1218,0
1000,11,10,2.384192,1212,0
0,0,0,2.196693,1189,0
5,2534,1970,2.12971,1200,0
10,1263,1098,2.239818,1213,0
100,115,117,2.256173,1216,0
1000,11,10,2.156205,1221,0
0,0,0,2.136868,1182,0
5,2534,1984,2.055676,1194,0
10,1263,1078,2.333675,1216,0
100,115,115,2.100807,1194,0
1000,11,10,2.27222,1225,0
0,0,0,2.270564,1197,0
5,2534,1944,2.079748,1226,0
10,1263,1094,2.191119,1196,0
100,115,115,2.381332,1210,0
1000,11,10,2.520026,1202,0
0,0,0,2.175242,1191,0
5,2534,1975,2.055534,1173,0
10,1263,1110,2.207591,1194,0
100,115,116,2.187341,1207,0
1000,11,10,2.41267,1205,0
0,0,0,2.129842,1175,1
5,2464,1918,2.114952,1203,0
10,1252,1075,2.222239,1175,0
100,112,99,2.086349,1189,0
1000,11,9,2.141515,1131,0
