0,0,0,2.188913,0,0
5,2534,2863,2.260382,0,0
10,1263,1688,2.079648,0,0
100,115,194,2.135347,0,0
1000,11,20,2.271175,0,0
0,0,0,2.40707,0,0
5,2534,2863,2.096171,0,0
10,1263,1688,2.513638,0,0
100,115,194,2.31007,0,0
1000,11,20,2.293047,0,0
0,0,0,2.489327,0,0
5,2534,2863,2.084207,0,0
10,1263,1688,2.187875,0,0
100,115,194,2.105529,0,0
1000,11,20,2.078091,0,1
0,0,0,2.591472,0,0
5,2534,2863,2.076965,0,0
10,1263,1688,2.178704,0,0
100,115,194,2.304453,0,0
1000,11,20,2.318717,0,0
0,0,0,2.204679,0,0
5,2534,2863,2.173603,0,0
10,1263,1688,2.464751,0,0
100,115,194,2.140645,0,0
1000,11,20,2.22125,0,0
0,0,0,2.076343,0,0
5,2534,2863,2.085296,0,0
10,1263,1688,2.182436,0,0
100,115,194,2.52307,0,0
1000,11,20,2.188782,0,0
0,0,0,2.226776,0,0
5,2534,2863,2.185719,0,0
10,1263,1688,2.21117,0,0
100,115,194,2.120708,0,0
1000,11,20,2.09667,0,0
0,0,0,2.391086,0,0
5,2534,2863,2.13413,0,0
10,1263,1688,2.129458,0,0
100,115,194,2.191625,0,0
1000,11,20,2.521464,0,0
0,0,0,2.083989,0,0
5,2534,2863,2.129944,0,0
10,1263,1688,2.089212,0,0
100,115,194,2.291319,0,0
1000,11,20,2.104234,0,0
0,0,0,2.243726,0,0
5,2534,2863,2.209532,0,0
10,1263,1688,2.409709,0,0
100,115,194,2.105692,0,0
1000,11,20,2.113549,0,0
0,0,0,2.069427,0,0
5,2504,2855,2.059633,0,0
10,1262,1692,2.269933,0,0
100,115,180,2.255114,0,0
1000,11,19,2.062758,0,0
