0,0,0,2.349776,1208,0
5,2534,1955,2.154016,1202,0
10,1263,1072,2.320848,1222,0
100,115,119,2.243833,1224,0
1000,11,10,2.466839,1209,0
0,0,0,2.528298,1203,0
5,2534,1937,2.108166,1228,0
10,1263,1086,2.55559,1209,1
100,115,114,2.164704,1215,0
1000,11,10,2.082851,1201,0
0,0,0,2.461738,1204,0
5,2534,1960,2.233914,1214,0
10,1263,1091,2.185902,1213,0
100,115,115,2.198913,1212,0
1000,11,10,2.108994,1210,0
0,0,0,2.125103,1197,0
5,2534,1970,2.196187,1201,0
10,1263,1103,2.504251,1184,0
100,115,119,2.357428,1201,0
1000,11,10,2.078014,1214,0
0,0,0,2.393964,1207,0
5,2534,1966,2.493532,1201,0
10,1263,1091,2.387956,1197,0
100,115,118,2.33519,1208,0
1000,11,10,2.397127,1218,0
0,0,0,2.082633,1214,0
5,2534,1969,2.281328,1188,0
10,1263,1089,2.17381,1205,0
100,115,117,2.076902,1220,0
1000,11,10,2.356224,1206,0
0,0,0,2.063655,1208,0
5,2534,1958,2.301635,1215,1
10,1263,1091,2.131318,1205,0
100,115,118,2.078179,1206,0
1000,11,10,2.100595,1213,0
0,0,0,2.115059,1215,0
5,2534,1965,2.092612,1210,0
10,1263,1091,2.299045,1207,0
100,115,123,2.066818,1215,0
1000,11,10,2.080155,1228,0
0,0,0,2.429418,1196,0
5,2534,1932,2.518068,1218,0
10,1263,1103,2.56353,1202,0
100,115,112,2.131981,1215,2
1000,11,10,2.148729,1223,0
0,0,0,2.118392,1228,0
5,2534,1964,2.167035,1212,0
10,1263,1085,2.062201,1225,0
100,115,119,2.121301,1217,0
1000,11,10,2.098232,1209,0
