0,0,0,2.406255,271,0
5,2534,2570,2.187037,266,0
10,1263,1474,2.085213,273,0
100,115,172,2.33409,265,0
1000,11,15,2.508879,267,0
0,0,0,2.059191,265,0
5,2534,2560,2.163849,269,0
10,1263,1482,2.107246,264,0
100,115,173,2.41114,257,0
1000,11,15,2.355508,267,0
0,0,0,2.099076,256,0
5,2534,2580,2.42692,256,0
10,1263,1484,2.522692,264,0
100,115,169,2.081507,264,0
1000,11,15,2.501172,261,0
0,0,0,2.242403,258,0
5,2534,2575,2.135492,262,0
10,1263,1482,2.077076,264,0
100,115,170,2.090401,262,0
1000,11,15,2.296323,263,0
0,0,0,2.059967,269,0
5,2534,2571,2.068616,257,0
10,1263,1482,2.181192,263,0
100,115,174,2.081884,263,0
1000,11,15,2.209217,259,0
0,0,0,2.062353,265,0
5,2534,2567,2.531644,266,0
10,1263,1482,2.076785,269,0
100,115,171,2.399434,266,0
1000,11,15,2.339308,261,0
0,0,0,2.49295,273,0
5,2534,2569,2.104614,266,0
10,1263,1488,2.089776,258,0
100,115,171,2.074469,272,0
1000,11,15,2.062279,265,0
0,0,0,2.480925,265,0
5,2534,2570,2.106007,267,0
10,1263,1475,2.427476,262,0
100,115,171,2.083166,269,0
1000,11,15,2.109755,271,0
0,0,0,2.254912,264,0
5,2534,2572,2.12773,266,0
10,1263,1477,2.468462,263,0
100,115,176,2.244534,267,0
1000,11,15,2.073615,266,0
0,0,0,2.230267,267,0
5,2534,2557,2.105519,265,0
10,1263,1481,2.447788,268,0
100,115,168,2.098361,272,0
1000,11,15,2.083328,270,0
