0,0,0,2.345003,260,0
5,2534,2565,2.074072,270,0
10,1263,1479,2.081514,266,0
100,115,169,2.472406,260,0
1000,11,15,2.340123,259,0
0,0,0,2.244402,260,0
5,2534,2564,2.061362,266,0
10,1263,1487,2.216929,262,0
100,115,173,2.20886,270,0
1000,11,15,2.614636,270,0
0,0,0,2.478101,264,0
5,2534,2564,2.090284,265,0
10,1263,1474,2.067472,266,0
100,115,172,2.091346,265,0
1000,11,15,2.137358,261,0
0,0,0,2.628574,267,0
5,2534,2561,2.337913,268,0
10,1263,1469,2.080231,272,0
100,115,173,2.373575,259,0
1000,11,15,2.317374,269,0
0,0,0,2.105192,264,0
5,2534,2569,2.401768,263,0
10,1263,1478,2.220702,264,0
100,115,176,2.152998,260,0
1000,11,15,2.490127,259,0
0,0,0,2.309824,270,0
5,2534,2575,2.334959,261,0
10,1263,1479,2.075843,268,0
100,115,172,2.107108,266,0
1000,11,15,2.377431,266,0
0,0,0,2.413276,266,1
5,2534,2567,2.104164,267,0
10,1263,1479,2.134987,269,0
100,115,172,2.100061,261,0
1000,11,15,2.223884,268,0
0,0,0,2.365353,267,0
5,2534,2573,2.18606,260,0
10,1263,1478,2.087463,268,0
100,115,168,2.258475,265,0
1000,11,15,2.473724,266,0
0,0,0,2.492,265,0
5,2534,2564,2.592398,264,0
10,1263,1480,2.197408,263,0
100,115,171,2.060918,266,0
1000,11,15,2.073218,265,0
0,0,0,2.105774,261,0
5,2534,2565,2.580114,264,0
10,1263,1483,2.186577,258,0
100,115,171,2.217143,268,0
1000,11,15,2.424579,263,0
0,0,0,2.058979,240,0
5,2561,2624,2.386351,221,0
10,1261,1524,2.102262,228,0
100,115,159,2.424451,232,0
1000,11,19,2.238983,279,0
