0,0,0,2.473874,268,0
5,2534,2552,2.070887,274,1
10,1263,1485,2.233316,267,0
100,115,172,2.076776,264,0
1000,11,15,2.545659,270,0
0,0,0,2.273092,268,0
5,2534,2562,2.109943,270,0
10,1263,1477,2.062289,264,0
100,115,171,2.081634,265,0
1000,11,15,2.118295,274,0
0,0,0,2.233452,259,0
5,2534,2578,2.460794,258,0
10,1263,1479,2.174486,264,0
100,115,170,2.102728,267,0
1000,11,15,2.068934,257,0
0,0,0,2.172762,261,0
5,2534,2571,2.302228,260,0
10,1263,1482,2.357336,264,0
100,115,173,2.394944,270,0
1000,11,15,2.186296,267,0
0,0,0,2.078139,270,0
5,2534,2570,2.086049,265,0
10,1263,1473,2.090093,265,0
100,115,170,2.517243,264,0
1000,11,15,2.313879,267,0
0,0,0,2.252197,266,0
5,2534,2574,2.336399,261,0
10,1263,1478,2.419315,263,0
100,115,170,2.093672,267,0
1000,11,15,2.23603,266,0
0,0,0,2.214422,265,0
5,2534,2564,2.053368,265,0
10,1263,1476,2.27501,268,0
100,115,171,2.108985,273,0
1000,11,15,2.363978,263,0
0,0,0,2.07154,267,0
5,2534,2567,2.1027,261,0
10,1263,1482,2.390935,260,0
100,115,173,2.338456,263,0
1000,11,15,2.403198,267,0
0,0,0,2.475656,263,0
5,2534,2571,2.075639,267,0
10,1263,1483,2.116743,267,0
100,115,173,2.229373,264,0
1000,11,15,2.431692,273,0
0,0,0,2.197686,266,0
5,2534,2560,2.151042,264,0
10,1263,1478,2.178518,266,0
100,115,174,2.095179,272,0
1000,11,15,2.115369,273,1
0,0,0,2.100919,234,0
5,2551,2573,2.099799,257,0
10,1275,1523,2.163044,239,0
100,114,153,2.391733,244,0
1000,11,16,2.281608,216,0
