0,0,0,2.082845,0,0
5,2534,2863,2.410781,0,0
10,1263,1688,2.094087,0,0
100,115,194,2.207174,0,0
1000,11,20,2.094681,0,0
0,0,0,2.442518,0,0
5,2534,2863,2.084968,0,0
10,1263,1688,2.158059,0,0
100,115,194,2.255816,0,0
1000,11,20,2.066976,0,0
0,0,0,2.087283,0,0
5,2534,2863,2.542866,0,0
10,1263,1688,2.360432,0,0
100,115,194,2.059632,0,0
1000,11,20,2.243117,0,0
0,0,0,2.236318,0,0
5,2534,2863,2.100214,0,0
10,1263,1688,2.191567,0,0
100,115,194,2.35764,0,0
1000,11,20,2.478623,0,0
0,0,0,2.376671,0,0
5,2534,2863,2.246037,0,0
10,1263,1688,2.42572,0,0
100,115,194,2.120005,0,0
1000,11,20,2.333041,0,0
0,0,0,2.281652,0,0
5,2534,2863,2.463458,0,0
10,1263,1688,2.100689,0,0
100,115,194,2.261292,0,0
1000,11,20,2.097339,0,0
0,0,0,2.532289,0,0
5,2534,2863,2.120524,0,0
10,1263,1688,2.156301,0,0
100,115,194,2.093259,0,0
1000,11,20,2.259582,0,0
0,0,0,2.342678,0,0
5,2534,2863,2.503091,0,0
10,1263,1688,2.509032,0,0
100,115,194,2.30645,0,0
1000,11,20,2.530449,0,0
0,0,0,2.081375,0,0
5,2534,2863,2.227561,0,0
10,1263,1688,2.303155,0,0
100,115,194,2.128543,0,0
1000,11,20,2.378173,0,0
0,0,0,2.123241,0,0
5,2534,2863,2.47678,0,0
10,1263,1688,2.132337,0,0
100,115,194,2.107153,0,0
1000,11,20,2.157138,0,0
