0,0,0,2.18829,0,0
5,2534,2863,2.074336,0,0
10,1263,1688,2.400086,0,0
100,115,194,2.11916,0,0
1000,11,20,2.128632,0,0
0,0,0,2.392725,0,0
5,2534,2863,2.140631,0,0
10,1263,1688,2.085694,0,0
100,115,194,2.105754,0,0
1000,11,20,2.244568,0,0
0,0,0,2.119453,0,0
5,2534,2863,2.162179,0,0
10,1263,1688,2.17992,0,0
100,115,194,2.09362,0,0
1000,11,20,2.300268,0,0
0,0,0,2.195035,0,0
5,2534,2863,2.185964,0,0
10,1263,1688,2.09886,0,0
100,115,194,2.106942,0,0
1000,11,20,2.293432,0,0
0,0,0,2.388405,0,0
5,2534,2863,2.161558,0,0
10,1263,1688,2.094846,0,0
100,115,194,2.539387,0,0
1000,11,20,2.512851,0,0
0,0,0,2.173731,0,0
5,2534,2863,2.281718,0,0
10,1263,1688,2.15916,0,0
100,115,194,2.08628,0,0
1000,11,20,2.084548,0,0
0,0,0,2.31118,0,0
5,2534,2863,2.083351,0,0
10,1263,1688,2.177237,0,0
100,115,194,2.13074,0,0
1000,11,20,2.110621,0,0
0,0,0,2.504129,0,0
5,2534,2863,2.202352,0,0
10,1263,1688,2.209572,0,0
100,115,194,2.087469,0,0
1000,11,20,2.309662,0,0
0,0,0,2.462872,0,0
5,2534,2863,2.470359,0,0
10,1263,1688,2.282294,0,0
100,115,194,2.100541,0,0
1000,11,20,2.203251,0,0
0,0,0,2.135307,0,0
5,2534,2863,2.13928,0,0
10,1263,1688,2.087141,0,0
100,115,194,2.370094,0,0
1000,11,20,2.084766,0,0
0,0,0,2.070876,1,0
5,2553,2922,2.386139,0,0
10,1259,1687,2.272208,0,0
100,115,188,2.123728,0,0
1000,11,17,2.10534,0,0
